edge_id,source_lemma,relation,target_lemma,source_options,target_options,selected_source_synset,selected_target_synset,decision,notes
region|RelatedTo|part,region,RelatedTo,part,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,region.n.01: the extended spatial location of something,,,pending,
region|RelatedTo|territory,region,RelatedTo,territory,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,district.n.01: a region marked off for administrative or other purposes,,,pending,
region|Synonym|domain,region,Synonym,domain,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,domain.n.02: territory over which rule or control is exercised,,,pending,
repast|RelatedTo|food,repast,RelatedTo,food,meal.n.01: the food served and eaten at one time,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
respectable|RelatedTo|good,respectable,RelatedTo,good,estimable.s.01: deserving of esteem and respect || respectable.a.01: characterized by socially or conventionally acceptable morals,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
righteous|RelatedTo|good,righteous,RelatedTo,good,righteous.a.01: characterized by or proceeding from accepted standards of morality or justice; - James 5:16,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
rump|RelatedTo|buttocks,rump,RelatedTo,buttocks,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,buttocks.n.01: the fleshy part of the human body that you sit on,,,pending,
rump|RelatedTo|hindquarters,rump,RelatedTo,hindquarters,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,,,pending,
rump|RelatedTo|meat,rump,RelatedTo,meat,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,meat.n.01: the flesh of animals (including fishes and birds and snails) used as food,,,pending,
rump|SimilarTo|behind,rump,SimilarTo,behind,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,buttocks.n.01: the fleshy part of the human body that you sit on,,,pending,
rump|Synonym|buttocks,rump,Synonym,buttocks,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,buttocks.n.01: the fleshy part of the human body that you sit on,,,pending,
rump|Synonym|croupe,rump,Synonym,croupe,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,hindquarters.n.02: the part of an animal that corresponds to the human buttocks,,,pending,
rump|Synonym|hindquarters,rump,Synonym,hindquarters,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,buttocks.n.01: the fleshy part of the human body that you sit on || hindquarters.n.02: the part of an animal that corresponds to the human buttocks,,,pending,
sandwich|RelatedTo|food,sandwich,RelatedTo,food,sandwich.n.01: two (or more) slices of bread with a filling between them,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
sausage|IsA|food,sausage,IsA,food,sausage.n.01: highly seasoned minced meat stuffed in casings,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
sausage|UsedFor|food,sausage,UsedFor,food,sausage.n.01: highly seasoned minced meat stuffed in casings,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
scapula|RelatedTo|shoulder,scapula,RelatedTo,shoulder,scapula.n.01: either of two flat triangular bones one on each side of the shoulder in human beings,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,,,pending,
seafood|DerivedFrom|food,seafood,DerivedFrom,food,seafood.n.01: edible fish (broadly including freshwater fish) or shellfish or roe etc,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
seasoned|RelatedTo|food,seasoned,RelatedTo,food,seasoned.s.01: rendered competent through trial and experience,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
sericterium|RelatedTo|silkworm,sericterium,RelatedTo,silkworm,silk_gland.n.01: silk-producing gland of insects (especially of a silkworm) or spiders,silkworm.n.01: the commercially bred hairless white caterpillar of the domestic silkworm moth which spins a cocoon that can be processed to yield silk fiber; the principal source of commercial silk || silkworm.n.02: larva of a saturniid moth; spins a large amount of strong silk in constructing its cocoon,,,pending,
shoulder|MannerOf|transport,shoulder,MannerOf,transport,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,conveyance.n.03: something that serves as a means of transportation,,,pending,
shoulder|PartOf|chuck,shoulder,PartOf,chuck,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,"chow.n.02: informal terms for a meal || chuck.v.03: pat or squeeze fondly or playfully, especially under the chin",,,pending,
shoulder|RelatedTo|arm,shoulder,RelatedTo,arm,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,sleeve.n.01: the part of a garment that is attached at the armhole and that provides a cloth covering for the arm,,,pending,
shoulder|RelatedTo|flank,shoulder,RelatedTo,flank,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,flank.n.04: the side between ribs and hipbone,,,pending,
shoulder|RelatedTo|foreleg,shoulder,RelatedTo,foreleg,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,foreleg.n.01: the forelimb of a quadruped,,,pending,
shoulder|RelatedTo|neck,shoulder,RelatedTo,neck,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
shoulder|RelatedTo|torso,shoulder,RelatedTo,torso,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,torso.n.01: the body excluding the head and neck and limbs,,,pending,
silkworm|RelatedTo|caterpillar,silkworm,RelatedTo,caterpillar,silkworm.n.01: the commercially bred hairless white caterpillar of the domestic silkworm moth which spins a cocoon that can be processed to yield silk fiber; the principal source of commercial silk || silkworm.n.02: larva of a saturniid moth; spins a large amount of strong silk in constructing its cocoon,caterpillar.n.01: a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth,,,pending,
skirt|RelatedTo|midriff,skirt,RelatedTo,midriff,skirt.n.01: cloth covering that forms the part of a garment below the waist,diaphragm.n.02: (anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration || middle.n.03: the middle area of the human torso (usually in front),,,pending,
smoke|HasPrerequisite|inhale,smoke,HasPrerequisite,inhale,"smoke.v.01: inhale and exhale smoke from cigarettes, cigars, pipes",inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
smoke|HasSubevent|inhale,smoke,HasSubevent,inhale,"smoke.v.01: inhale and exhale smoke from cigarettes, cigars, pipes",inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
snort|MannerOf|exhale,snort,MannerOf,exhale,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,exhale.v.01: expel air,,,pending,
snort|MannerOf|inhale,snort,MannerOf,inhale,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
snort|RelatedTo|drink,snort,RelatedTo,drink,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,beverage.n.01: any liquid suitable for drinking,,,pending,
snort|RelatedTo|drug,snort,RelatedTo,drug,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,drug.v.02: use recreational drugs,,,pending,
snort|RelatedTo|exhale,snort,RelatedTo,exhale,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,exhale.v.01: expel air,,,pending,
snort|RelatedTo|inhale,snort,RelatedTo,inhale,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,inhale.v.01: draw deep into the lungs in by breathing || inhale.v.02: draw in (air),,,pending,
snort|RelatedTo|nose,snort,RelatedTo,nose,huff.v.01: inhale recreational drugs || take_a_hit.v.01: inhale through the nose,nuzzle.v.02: rub noses,,,pending,
solid|SimilarTo|good,solid,SimilarTo,good,upstanding.s.01: meriting respect or esteem,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
south|IsA|region,south,IsA,region,"south.n.04: a location in the southern part of a country, region, or city",region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
southland|DerivedFrom|land,southland,DerivedFrom,land,southland.n.01: any region lying in or toward the south,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
southland|RelatedTo|land,southland,RelatedTo,land,southland.n.01: any region lying in or toward the south,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
spear|RelatedTo|shoulder,spear,RelatedTo,shoulder,spear.n.02: an implement with a shaft and barbed point used for catching fish,shoulder.n.01: the part of the body between the neck and the upper arm || shoulder.n.03: a ball-and-socket joint between the head of the humerus and a cavity of the scapula || shoulder.n.04: the part of a garment that covers or fits over the shoulder,,,pending,
spread|RelatedTo|food,spread,RelatedTo,food,banquet.n.02: a meal that is well prepared and greatly enjoyed,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
spread|RelatedTo|land,spread,RelatedTo,land,banquet.n.02: a meal that is well prepared and greatly enjoyed,country.n.02: the territory occupied by a nation || domain.n.02: territory over which rule or control is exercised,,,pending,
stomach|RelatedTo|belly,stomach,RelatedTo,belly,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || belly.n.02: a protruding abdomen || belly.n.05: the underpart of the body of certain vertebrates such as snakes or fish,,,pending,
stomach|Synonym|abdomen,stomach,Synonym,abdomen,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
stratum|RelatedTo|region,stratum,RelatedTo,region,stratum.n.01: one of several parallel layers of material arranged one on top of another (such as a layer of tissue or cells in an organism or a layer of sedimentary rock),region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
tea|RelatedTo|milk,tea,RelatedTo,milk,tea.n.01: a beverage made by steeping tea leaves in water,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,,,pending,
territory|RelatedTo|region,territory,RelatedTo,region,district.n.01: a region marked off for administrative or other purposes,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
thorax|RelatedTo|abdomen,thorax,RelatedTo,abdomen,thorax.n.02: the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
throat|RelatedTo|neck,throat,RelatedTo,neck,throat.n.01: the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
throat|Synonym|neck,throat,Synonym,neck,throat.n.01: the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
toe|Antonym|tail,toe,Antonym,tail,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,buttocks.n.01: the fleshy part of the human body that you sit on,,,pending,
toe|IsA|part,toe,IsA,part,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,region.n.01: the extended spatial location of something,,,pending,
toe|PartOf|body,toe,PartOf,body,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,torso.n.01: the body excluding the head and neck and limbs,,,pending,
toe|RelatedTo|finger,toe,RelatedTo,finger,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,finger.n.01: any of the terminal members of the hand (sometimes excepting the thumb),,,pending,
toe|RelatedTo|part,toe,RelatedTo,part,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,region.n.01: the extended spatial location of something,,,pending,
toe|RelatedTo|vehicle,toe,RelatedTo,vehicle,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,vehicle.n.01: a conveyance that transports people or objects,,,pending,
toe|SimilarTo|finger,toe,SimilarTo,finger,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,finger.n.01: any of the terminal members of the hand (sometimes excepting the thumb),,,pending,
toe|Synonym|hoof,toe,Synonym,hoof,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,hoof.n.01: the foot of an ungulate mammal || hoof.n.02: the horny covering of the end of the foot in ungulate mammals,,,pending,
torso|RelatedTo|neck,torso,RelatedTo,neck,torso.n.01: the body excluding the head and neck and limbs,neck.n.01: the part of an organism (human or animal) that connects the head to the rest of the body || neck.n.05: an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck,,,pending,
transport|RelatedTo|region,transport,RelatedTo,region,conveyance.n.03: something that serves as a means of transportation,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
treat|RelatedTo|food,treat,RelatedTo,food,dainty.n.01: something considered choice to eat,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
treat|RelatedTo|pet,treat,RelatedTo,pet,dainty.n.01: something considered choice to eat,"pet.v.01: stroke or caress gently || pet.v.02: stroke or caress in an erotic manner, as during lovemaking",,,pending,
trunk|RelatedTo|chest,trunk,RelatedTo,chest,torso.n.01: the body excluding the head and neck and limbs,breast.n.01: the front of the trunk from the neck to the abdomen || thorax.n.02: the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,,,pending,
tuck|RelatedTo|food,tuck,RelatedTo,food,tuck.n.01: eatables (especially sweets),food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
underbelly|DerivedFrom|belly,underbelly,DerivedFrom,belly,underbelly.n.02: the soft belly or underside of an animal's body,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || belly.n.02: a protruding abdomen || belly.n.05: the underpart of the body of certain vertebrates such as snakes or fish,,,pending,
unguis|RelatedTo|hoof,unguis,RelatedTo,hoof,horny_structure.n.01: any rigid body structure composed primarily of keratin,hoof.n.01: the foot of an ungulate mammal || hoof.n.02: the horny covering of the end of the foot in ungulate mammals,,,pending,
unguis|RelatedTo|toe,unguis,RelatedTo,toe,horny_structure.n.01: any rigid body structure composed primarily of keratin,toe.n.01: one of the digits of the foot || toe.n.03: forepart of a hoof,,,pending,
ungulate|RelatedTo|hoof,ungulate,RelatedTo,hoof,ungulate.n.01: any of a number of mammals with hooves that are superficially similar but not necessarily closely related taxonomically,hoof.n.01: the foot of an ungulate mammal || hoof.n.02: the horny covering of the end of the foot in ungulate mammals,,,pending,
upstanding|RelatedTo|respectable,upstanding,RelatedTo,respectable,upstanding.s.01: meriting respect or esteem,estimable.s.01: deserving of esteem and respect || respectable.a.01: characterized by socially or conventionally acceptable morals,,,pending,
vacuum|RelatedTo|region,vacuum,RelatedTo,region,vacuum.n.03: a region that is devoid of matter,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
valuable|RelatedTo|estimable,valuable,RelatedTo,estimable,valuable.a.01: having great material or monetary value especially for use or exchange,estimable.a.01: deserving of respect or high regard || estimable.s.01: deserving of esteem and respect,,,pending,
venter|RelatedTo|abdomen,venter,RelatedTo,abdomen,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
venter|RelatedTo|belly,venter,RelatedTo,belly,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || belly.n.02: a protruding abdomen || belly.n.05: the underpart of the body of certain vertebrates such as snakes or fish,,,pending,
venter|Synonym|abdomen,venter,Synonym,abdomen,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
viands|RelatedTo|victuals,viands,RelatedTo,victuals,commissariat.n.01: a stock or supply of foods,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,,,pending,
victual|RelatedTo|food,victual,RelatedTo,food,comestible.n.01: any substance that can be used as food,food.n.01: any substance that can be metabolized by an animal to give energy and build tissue || food.n.02: any solid substance (as opposed to liquid) that is used as a source of nourishment,,,pending,
victuals|FormOf|victual,victuals,FormOf,victual,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,comestible.n.01: any substance that can be used as food,,,pending,
victuals|RelatedTo|victual,victuals,RelatedTo,victual,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,comestible.n.01: any substance that can be used as food,,,pending,
victuals|Synonym|comestible,victuals,Synonym,comestible,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,comestible.n.01: any substance that can be used as food,,,pending,
victuals|Synonym|commissariat,victuals,Synonym,commissariat,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,commissariat.n.01: a stock or supply of foods,,,pending,
victuals|Synonym|nutriment,victuals,Synonym,nutriment,comestible.n.01: any substance that can be used as food || commissariat.n.01: a stock or supply of foods || nutriment.n.01: a source of materials to nourish the body,nutriment.n.01: a source of materials to nourish the body,,,pending,
virtuous|RelatedTo|good,virtuous,RelatedTo,good,virtuous.a.01: morally excellent,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
virtuous|Synonym|good,virtuous,Synonym,good,virtuous.a.01: morally excellent,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
viscus|RelatedTo|abdomen,viscus,RelatedTo,abdomen,internal_organ.n.01: a main organ that is situated inside the body,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
vitellus|Synonym|yolk,vitellus,Synonym,yolk,yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),egg_yolk.n.01: the yellow spherical part of an egg that is surrounded by the albumen || yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),,,pending,
waist|RelatedTo|abdomen,waist,RelatedTo,abdomen,waist.n.01: the narrowing of the body between the ribs and hips,abdomen.n.01: the region of the body of a vertebrate between the thorax and the pelvis || abdominal_cavity.n.01: the cavity containing the major viscera; in mammals it is separated from the thorax by the diaphragm,,,pending,
worthy|RelatedTo|good,worthy,RelatedTo,good,worthy.a.01: having worth or merit or value; being honorable or admirable,adept.s.01: having or showing knowledge and skill and aptitude || estimable.s.01: deserving of esteem and respect,,,pending,
yogurt|RelatedTo|milk,yogurt,RelatedTo,milk,yogurt.n.01: a custard-like food made from curdled milk,milk.n.01: a white nutritious liquid secreted by mammals and used as food by human beings || milk.n.02: produced by mammary glands of female mammals for feeding their young,,,pending,
yolk|AtLocation|egg,yolk,AtLocation,egg,egg_yolk.n.01: the yellow spherical part of an egg that is surrounded by the albumen || yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),egg.n.01: animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds || egg.n.02: oval reproductive body of a fowl (especially a hen) used as food,,,pending,
yolk|RelatedTo|egg,yolk,RelatedTo,egg,egg_yolk.n.01: the yellow spherical part of an egg that is surrounded by the albumen || yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),egg.n.01: animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds || egg.n.02: oval reproductive body of a fowl (especially a hen) used as food,,,pending,
yolk|RelatedTo|nutriment,yolk,RelatedTo,nutriment,egg_yolk.n.01: the yellow spherical part of an egg that is surrounded by the albumen || yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),nutriment.n.01: a source of materials to nourish the body,,,pending,
yolk|RelatedTo|sheep,yolk,RelatedTo,sheep,egg_yolk.n.01: the yellow spherical part of an egg that is surrounded by the albumen || yolk.n.02: nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),sheep.n.01: woolly usually horned ruminant mammal related to the goat,,,pending,
zone|RelatedTo|region,zone,RelatedTo,region,zone.n.03: an area or region distinguished from adjacent parts by a distinctive feature or characteristic,region.n.01: the extended spatial location of something || region.n.03: a large indefinite location on the surface of the Earth,,,pending,
zooplankton|RelatedTo|egg,zooplankton,RelatedTo,egg,zooplankton.n.01: animal constituent of plankton; mainly small crustaceans and fish larvae,egg.n.01: animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds || egg.n.02: oval reproductive body of a fowl (especially a hen) used as food,,,pending,
